game_id,season,season_type,game_date,game_date_time,team_id,team_uid,team_slug,team_location,team_name,team_abbreviation,team_display_name,team_short_display_name,team_color,team_alternate_color,team_logo,team_home_away,team_score,team_winner,assists,blocks,defensive_rebounds,field_goal_pct,field_goals_made,field_goals_attempted,flagrant_fouls,fouls,free_throw_pct,free_throws_made,free_throws_attempted,offensive_rebounds,steals,team_turnovers,technical_fouls,three_point_field_goal_pct,three_point_field_goals_made,three_point_field_goals_attempted,total_rebounds,total_technical_fouls,total_turnovers,turnovers,opponent_team_id,opponent_team_uid,opponent_team_slug,opponent_team_location,opponent_team_name,opponent_team_abbreviation,opponent_team_display_name,opponent_team_short_display_name,opponent_team_color,opponent_team_alternate_color,opponent_team_logo,opponent_team_score,largest_lead,fast_break_points,points_in_paint,turnover_points
260728017,2006,2,2006-07-28,2006-07-29T00:00:00Z,11,s:40~l:59~t:11,phoenix-mercury,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,away,96,False,20,3,20,0.0,37,80,0,21,0.0,11,15,11,6,0,0,44.0,11,25,31,0,14,14,17,s:40~l:59~t:17,san-antonio-silver-stars,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,,98,,,,
260728017,2006,2,2006-07-28,2006-07-29T00:00:00Z,17,s:40~l:59~t:17,san-antonio-silver-stars,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,,home,98,True,21,2,23,0.0,37,75,0,17,0.0,15,20,12,4,1,0,36.0,9,25,35,0,16,15,11,s:40~l:59~t:11,phoenix-mercury,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,96,,,,
260728018,2006,2,2006-07-28,2006-07-28T23:00:00Z,13,s:40~l:59~t:13,sacramento-monarchs,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,away,68,False,16,0,22,0.0,28,68,0,23,0.0,7,11,10,7,1,1,33.3,5,15,32,1,12,11,18,s:40~l:59~t:18,connecticut-sun,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,75,,,,
260728018,2006,2,2006-07-28,2006-07-28T23:00:00Z,18,s:40~l:59~t:18,connecticut-sun,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,home,75,True,16,5,25,0.0,25,61,0,11,0.0,17,26,11,6,1,0,38.1,8,21,36,0,12,11,13,s:40~l:59~t:13,sacramento-monarchs,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,68,,,,
260727004,2006,2,2006-07-27,2006-07-28T00:30:00Z,11,s:40~l:59~t:11,phoenix-mercury,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,away,95,False,13,2,24,0.0,33,69,0,20,0.0,19,24,5,9,0,0,47.6,10,21,29,0,14,14,4,s:40~l:59~t:4,houston-comets,Houston,Comets,HOU,Houston Comets,Comets,,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,98,,,,
260727004,2006,2,2006-07-27,2006-07-28T00:30:00Z,4,s:40~l:59~t:4,houston-comets,Houston,Comets,HOU,Houston Comets,Comets,,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,home,98,True,26,2,26,0.0,32,60,0,21,0.0,24,28,0,9,0,0,58.8,10,17,26,0,13,13,11,s:40~l:59~t:11,phoenix-mercury,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,95,,,,
260727008,2006,2,2006-07-27,2006-07-28T00:00:00Z,1,s:40~l:59~t:1,charlotte-sting,Charlotte,Sting,CHA,Charlotte Sting,Sting,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,away,81,True,18,5,23,0.0,30,82,0,17,0.0,17,22,15,14,0,1,22.2,4,18,38,1,12,12,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,68,,,,
260727008,2006,2,2006-07-27,2006-07-28T00:00:00Z,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,home,68,False,14,8,27,0.0,26,58,0,21,0.0,13,17,4,4,1,0,37.5,3,8,31,0,23,22,1,s:40~l:59~t:1,charlotte-sting,Charlotte,Sting,CHA,Charlotte Sting,Sting,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,81,,,,
260727016,2006,2,2006-07-27,2006-07-27T23:00:00Z,19,s:40~l:59~t:19,chicago-sky,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,away,74,False,21,1,14,0.0,28,57,0,21,0.0,14,20,5,7,2,0,50.0,4,8,19,0,13,11,16,s:40~l:59~t:16,washington-mystics,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,92,,,,
260727016,2006,2,2006-07-27,2006-07-27T23:00:00Z,16,s:40~l:59~t:16,washington-mystics,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,home,92,True,23,3,24,0.0,35,60,0,19,0.0,14,18,9,6,0,0,50.0,8,16,33,0,16,16,19,s:40~l:59~t:19,chicago-sky,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,74,,,,
260726017,2006,2,2006-07-26,2006-07-27T00:00:00Z,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,away,81,True,20,1,27,0.0,29,65,0,18,0.0,18,25,14,9,0,0,38.5,5,13,41,0,9,9,17,s:40~l:59~t:17,san-antonio-silver-stars,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,,67,,,,
260726017,2006,2,2006-07-26,2006-07-27T00:00:00Z,17,s:40~l:59~t:17,san-antonio-silver-stars,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,,home,67,False,18,2,22,0.0,21,64,0,17,0.0,19,25,12,3,0,0,28.6,6,21,34,0,13,13,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,81,,,,
260726003,2006,2,2006-07-26,2006-07-26T23:30:00Z,13,s:40~l:59~t:13,sacramento-monarchs,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,away,71,False,13,4,17,0.0,26,70,0,25,0.0,16,23,13,12,1,0,18.8,3,16,30,0,12,11,3,s:40~l:59~t:3,detroit-shock,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,,91,,,,
260726003,2006,2,2006-07-26,2006-07-26T23:30:00Z,3,s:40~l:59~t:3,detroit-shock,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,,home,91,True,21,6,23,0.0,34,61,0,16,0.0,18,25,10,6,1,1,55.6,5,9,33,1,14,13,13,s:40~l:59~t:13,sacramento-monarchs,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,71,,,,
260725011,2006,2,2006-07-25,2006-07-26T01:30:00Z,14,s:40~l:59~t:14,seattle-storm,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,away,91,True,16,3,30,0.0,32,64,0,23,0.0,17,20,8,1,0,0,41.7,10,24,38,0,16,16,11,s:40~l:59~t:11,phoenix-mercury,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,85,,,,
260725011,2006,2,2006-07-25,2006-07-26T01:30:00Z,11,s:40~l:59~t:11,phoenix-mercury,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,home,85,False,15,3,21,0.0,33,76,0,17,0.0,14,17,9,11,0,0,31.3,5,16,30,0,8,8,14,s:40~l:59~t:14,seattle-storm,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,91,,,,
260725004,2006,2,2006-07-25,2006-07-26T00:30:00Z,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,away,56,True,13,5,36,0.0,21,60,0,13,0.0,12,21,13,5,1,0,40.0,2,5,49,0,18,17,4,s:40~l:59~t:4,houston-comets,Houston,Comets,HOU,Houston Comets,Comets,,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,52,,,,
260725004,2006,2,2006-07-25,2006-07-26T00:30:00Z,4,s:40~l:59~t:4,houston-comets,Houston,Comets,HOU,Houston Comets,Comets,,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,home,52,False,11,8,22,0.0,19,65,0,17,0.0,10,13,9,11,2,0,25.0,4,16,31,0,12,10,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,56,,,,
260725019,2006,2,2006-07-25,2006-07-26T00:00:00Z,9,s:40~l:59~t:9,new-york-liberty,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,away,79,True,19,2,23,0.0,26,62,0,15,0.0,14,18,11,5,2,0,54.2,13,24,34,0,8,6,19,s:40~l:59~t:19,chicago-sky,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,72,,,,
260725019,2006,2,2006-07-25,2006-07-26T00:00:00Z,19,s:40~l:59~t:19,chicago-sky,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,home,72,False,17,3,22,0.0,27,64,0,17,0.0,15,24,13,4,1,0,16.7,3,18,35,0,8,7,9,s:40~l:59~t:9,new-york-liberty,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,79,,,,
260725018,2006,2,2006-07-25,2006-07-25T23:30:00Z,16,s:40~l:59~t:16,washington-mystics,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,away,73,False,12,0,20,0.0,27,74,0,28,0.0,13,20,12,11,0,0,30.0,6,20,32,0,12,12,18,s:40~l:59~t:18,connecticut-sun,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,86,,,,
260725018,2006,2,2006-07-25,2006-07-25T23:30:00Z,18,s:40~l:59~t:18,connecticut-sun,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,home,86,True,18,4,30,0.0,26,53,0,14,0.0,27,35,9,6,3,0,41.2,7,17,39,0,17,14,16,s:40~l:59~t:16,washington-mystics,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,73,,,,
260725001,2006,2,2006-07-25,2006-07-25T23:00:00Z,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,away,70,True,13,9,31,0.0,29,66,0,22,0.0,9,12,11,5,2,0,37.5,3,8,42,0,17,15,1,s:40~l:59~t:1,charlotte-sting,Charlotte,Sting,CHA,Charlotte Sting,Sting,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,62,,,,
260725001,2006,2,2006-07-25,2006-07-25T23:00:00Z,1,s:40~l:59~t:1,charlotte-sting,Charlotte,Sting,CHA,Charlotte Sting,Sting,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,home,62,False,13,3,21,0.0,19,69,0,13,0.0,17,27,13,10,0,0,31.8,7,22,34,0,11,11,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,70,,,,
260725005,2006,2,2006-07-25,2006-07-25T23:00:00Z,13,s:40~l:59~t:13,sacramento-monarchs,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,away,60,False,6,2,12,0.0,22,63,0,22,0.0,14,18,9,9,0,0,14.3,2,14,21,0,13,13,5,s:40~l:59~t:5,indiana-fever,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,75,,,,
260725005,2006,2,2006-07-25,2006-07-25T23:00:00Z,5,s:40~l:59~t:5,indiana-fever,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,home,75,True,14,4,26,0.0,24,44,0,19,0.0,23,30,7,6,2,0,57.1,4,7,33,0,19,17,13,s:40~l:59~t:13,sacramento-monarchs,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,60,,,,
260724009,2006,2,2006-07-24,2006-07-24T23:30:00Z,18,s:40~l:59~t:18,connecticut-sun,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,away,89,True,18,6,26,0.0,34,67,0,12,0.0,15,20,9,7,1,0,54.5,6,11,35,0,8,7,9,s:40~l:59~t:9,new-york-liberty,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,71,,,,
260724009,2006,2,2006-07-24,2006-07-24T23:30:00Z,9,s:40~l:59~t:9,new-york-liberty,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,home,71,False,14,4,26,0.0,30,69,0,19,0.0,5,7,8,6,0,0,46.2,6,13,34,0,16,16,18,s:40~l:59~t:18,connecticut-sun,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,89,,,,
260723016,2006,2,2006-07-23,2006-07-23T22:00:00Z,14,s:40~l:59~t:14,seattle-storm,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,away,73,True,18,3,23,0.0,24,64,0,13,0.0,20,24,8,10,1,0,29.4,5,17,31,0,10,9,16,s:40~l:59~t:16,washington-mystics,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,71,,,,
260723016,2006,2,2006-07-23,2006-07-23T22:00:00Z,16,s:40~l:59~t:16,washington-mystics,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,home,71,False,17,8,26,0.0,29,70,0,22,0.0,9,12,14,7,0,0,30.8,4,13,40,0,17,17,14,s:40~l:59~t:14,seattle-storm,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,73,,,,
260722008,2006,2,2006-07-22,2006-07-23T00:00:00Z,13,s:40~l:59~t:13,sacramento-monarchs,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,away,86,True,23,0,17,0.0,33,63,0,20,0.0,16,27,12,12,0,0,26.7,4,15,29,0,11,11,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,59,,,,
260722008,2006,2,2006-07-22,2006-07-23T00:00:00Z,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,home,59,False,11,3,18,0.0,23,51,0,24,0.0,13,15,8,5,0,0,0.0,0,7,26,0,24,24,13,s:40~l:59~t:13,sacramento-monarchs,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,86,,,,
260722017,2006,2,2006-07-22,2006-07-23T00:00:00Z,18,s:40~l:59~t:18,connecticut-sun,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,away,79,True,25,7,34,0.0,33,66,0,11,0.0,8,10,9,11,1,0,33.3,5,15,43,0,14,13,17,s:40~l:59~t:17,san-antonio-silver-stars,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,,61,,,,
260722017,2006,2,2006-07-22,2006-07-23T00:00:00Z,17,s:40~l:59~t:17,san-antonio-silver-stars,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,,home,61,False,13,3,25,0.0,25,80,0,9,0.0,7,8,16,8,0,0,25.0,4,16,41,0,12,12,18,s:40~l:59~t:18,connecticut-sun,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,79,,,,
260722003,2006,2,2006-07-22,2006-07-22T23:30:00Z,19,s:40~l:59~t:19,chicago-sky,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,away,70,False,16,1,23,0.0,28,77,0,20,0.0,6,11,15,5,2,0,34.8,8,23,38,0,10,8,3,s:40~l:59~t:3,detroit-shock,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,,89,,,,
260722003,2006,2,2006-07-22,2006-07-22T23:30:00Z,3,s:40~l:59~t:3,detroit-shock,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,,home,89,True,22,6,31,0.0,32,63,0,17,0.0,18,23,7,3,1,0,43.8,7,16,38,0,10,9,19,s:40~l:59~t:19,chicago-sky,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,70,,,,
260722009,2006,2,2006-07-22,2006-07-22T23:30:00Z,14,s:40~l:59~t:14,seattle-storm,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,away,91,True,17,8,24,0.0,39,68,0,18,0.0,6,7,9,8,0,0,46.7,7,15,33,0,11,11,9,s:40~l:59~t:9,new-york-liberty,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,54,,,,
260722009,2006,2,2006-07-22,2006-07-22T23:30:00Z,9,s:40~l:59~t:9,new-york-liberty,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,home,54,False,11,4,18,0.0,19,56,0,15,0.0,10,16,7,5,0,0,40.0,6,15,25,0,21,21,14,s:40~l:59~t:14,seattle-storm,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,91,,,,
260722005,2006,2,2006-07-22,2006-07-22T23:00:00Z,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,away,73,True,17,3,23,0.0,26,51,0,19,0.0,17,21,1,11,2,0,50.0,4,8,24,0,17,15,5,s:40~l:59~t:5,indiana-fever,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,68,,,,
260722005,2006,2,2006-07-22,2006-07-22T23:00:00Z,5,s:40~l:59~t:5,indiana-fever,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,home,68,False,14,2,20,0.0,25,63,0,19,0.0,14,20,11,13,1,0,22.2,4,18,31,0,16,15,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,73,,,,
260722001,2006,2,2006-07-22,2006-07-22T22:00:00Z,11,s:40~l:59~t:11,phoenix-mercury,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,away,78,True,13,3,22,0.0,26,71,0,21,0.0,19,26,14,6,1,0,30.4,7,23,36,0,11,10,1,s:40~l:59~t:1,charlotte-sting,Charlotte,Sting,CHA,Charlotte Sting,Sting,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,74,,,,
260722001,2006,2,2006-07-22,2006-07-22T22:00:00Z,1,s:40~l:59~t:1,charlotte-sting,Charlotte,Sting,CHA,Charlotte Sting,Sting,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,home,74,False,15,5,25,0.0,26,64,0,21,0.0,16,24,11,5,1,0,26.1,6,23,36,0,14,13,11,s:40~l:59~t:11,phoenix-mercury,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,78,,,,
260721017,2006,2,2006-07-21,2006-07-22T00:00:00Z,16,s:40~l:59~t:16,washington-mystics,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,away,80,True,18,6,22,0.0,29,77,0,18,0.0,17,21,18,12,1,1,31.3,5,16,40,1,14,13,17,s:40~l:59~t:17,san-antonio-silver-stars,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,,77,,,,
260721017,2006,2,2006-07-21,2006-07-22T00:00:00Z,17,s:40~l:59~t:17,san-antonio-silver-stars,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,,home,77,False,19,1,26,0.0,27,61,0,20,0.0,14,20,7,7,1,0,47.4,9,19,33,0,19,18,16,s:40~l:59~t:16,washington-mystics,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,80,,,,
260721003,2006,2,2006-07-21,2006-07-21T23:30:00Z,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,away,59,False,12,3,23,0.0,23,65,0,16,0.0,11,16,9,9,2,0,16.7,2,12,32,0,8,6,3,s:40~l:59~t:3,detroit-shock,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,,73,,,,
260721003,2006,2,2006-07-21,2006-07-21T23:30:00Z,3,s:40~l:59~t:3,detroit-shock,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,,home,73,True,20,6,32,0.0,29,62,0,13,0.0,10,17,10,6,1,1,45.5,5,11,42,1,16,15,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,59,,,,
260720004,2006,2,2006-07-20,2006-07-21T00:30:00Z,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,away,55,False,15,2,19,0.0,21,56,0,20,0.0,10,16,6,7,1,0,30.0,3,10,25,0,16,15,4,s:40~l:59~t:4,houston-comets,Houston,Comets,HOU,Houston Comets,Comets,,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,78,,,,
260720004,2006,2,2006-07-20,2006-07-21T00:30:00Z,4,s:40~l:59~t:4,houston-comets,Houston,Comets,HOU,Houston Comets,Comets,,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,home,78,True,17,1,27,0.0,29,58,0,16,0.0,17,20,9,11,1,0,30.0,3,10,36,0,17,16,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,55,,,,
260720018,2006,2,2006-07-20,2006-07-20T23:00:00Z,19,s:40~l:59~t:19,chicago-sky,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,away,72,False,20,1,19,0.0,29,73,0,16,0.0,7,10,12,8,0,0,35.0,7,20,31,0,13,13,18,s:40~l:59~t:18,connecticut-sun,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,86,,,,
260720018,2006,2,2006-07-20,2006-07-20T23:00:00Z,18,s:40~l:59~t:18,connecticut-sun,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,home,86,True,25,4,29,0.0,33,63,0,14,0.0,13,17,8,5,1,0,36.8,7,19,37,0,14,13,19,s:40~l:59~t:19,chicago-sky,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,72,,,,
260720013,2006,2,2006-07-20,2006-07-20T18:30:00Z,9,s:40~l:59~t:9,new-york-liberty,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,away,62,False,10,5,18,0.0,22,51,0,18,0.0,11,14,6,9,4,0,31.8,7,22,24,0,17,13,13,s:40~l:59~t:13,sacramento-monarchs,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,71,,,,
